transaction_id,date,product_id,customer_id,quantity,discount_pct
T02464,2023-05-08,P006,C0307,1.0,0.0
T02465,2023-12-10,P004,C0428,2.0,0.0
T02466,2023-10-09,P002,C0351,1.0,0.0
T02467,2023-01-17,P009,C0013,1.0,0.0
T02468,2023-03-12,P002,C0346,4.0,0.0
T02469,2023-09-26,P003,C0492,1.0,0.0
T02470,2023-11-21,P010,C0396,2.0,5.0
T02471,2023-10-09,P001,C0082,2.0,15.0
T02472,2023-11-01,P007,C0009,1.0,0.0
T02473,2023-01-07,P001,C0497,1.0,0.0
T02474,2023-11-10,P009,C0213,2.0,15.0
T02475,2023-11-01,P001,C0048,1.0,5.0
T02476,2023-04-13,P005,C0049,3.0,10.0
T02477,2023-11-05,P007,C0309,5.0,0.0
T02478,2023-07-12,P003,C0440,1.0,
T02479,2023-08-29,P009,C0040,1.0,15.0
T02480,2023-03-03,P008,C0363,1.0,5.0
T02481,2023-01-17,P003,C0280,2.0,0.0
T02482,2023-06-20,P005,C0226,1.0,15.0
T02483,2023-01-25,P007,C0456,1.0,10.0
T02484,2023-09-08,P004,C0108,2.0,10.0
T02485,2023-09-10,P005,C0245,5.0,0.0
T02486,2023-07-26,P003,C0255,1.0,10.0
T02487,2023-01-29,P009,C0033,1.0,
T02488,2023-04-27,P010,C0023,5.0,0.0
T02489,2023-10-09,P009,C0333,2.0,5.0
T02490,2023-05-24,P007,C0054,2.0,0.0
T02491,2023-01-25,P010,C0309,2.0,5.0
T02492,2023-11-06,P002,C0049,5.0,5.0
T02493,2023-06-05,P007,C0462,2.0,0.0
T02494,2023-03-14,P007,C0078,4.0,5.0
T02495,2023-04-30,P005,C0336,2.0,15.0
T02496,2023-11-08,P009,C0433,2.0,0.0
T02497,2023-11-17,P003,C0358,1.0,5.0
T02498,2023-04-03,P004,C0122,1.0,0.0
T02499,2023-03-27,P001,C0444,3.0,0.0
T02500,2023-12-02,P006,C0359,1.0,0.0
T02501,2023-12-30,P004,C0090,2.0,0.0
T02502,2023-04-28,P001,C0346,1.0,0.0
T02503,2023-08-21,P002,C0193,3.0,20.0
T02504,2023-07-18,P003,C0416,1.0,5.0
T02505,2023-07-25,P009,C0377,3.0,5.0
T02506,2023-12-05,P008,C0463,2.0,0.0
T02507,2023-05-27,P007,C0244,1.0,5.0
T02508,2023-09-28,P004,C0149,2.0,0.0
T02509,2023-05-19,P001,C0146,1.0,0.0
T02510,2023-06-30,P008,C0478,1.0,0.0
T02511,2023-01-30,P004,C0316,1.0,0.0
T02512,2023-02-26,P003,C0378,1.0,0.0
T02513,2023-08-20,P009,C0141,5.0,5.0
T02514,2023-05-26,P010,C0408,1.0,10.0
T02515,2023-02-17,P004,C0286,2.0,0.0
T02516,2023-07-13,P004,C0386,1.0,0.0
T02517,2023-08-12,P009,C0339,2.0,0.0
T02518,2023-05-16,P002,C0111,1.0,20.0
T02519,2023-01-22,P005,C0108,2.0,10.0
T02520,2023-01-06,P004,C0367,2.0,5.0
T02521,2023-07-23,P009,C0281,2.0,15.0
T02522,2023-08-27,P005,C0050,1.0,0.0
T02523,2023-07-04,P009,C0014,2.0,20.0
T02524,2023-12-26,P009,C0134,1.0,0.0
T02525,2023-10-19,P002,C0076,1.0,0.0
T02526,2023-12-01,P009,C0084,1.0,5.0
T02527,2023-08-08,P003,C0343,1.0,0.0
T02528,2023-04-26,P004,C0158,1.0,5.0
T02529,2023-11-09,P001,C0286,,0.0
T02530,2023-02-18,P001,C0422,1.0,5.0
T02531,2023-06-22,P001,C0314,1.0,0.0
T02532,2023-03-23,P009,C0094,1.0,0.0
T02533,2023-11-18,P008,C0297,2.0,15.0
T02534,2023-11-29,P005,C0094,2.0,15.0
T02535,2023-02-14,P005,C0057,1.0,20.0
T02536,2023-12-01,P009,C0164,2.0,10.0
T02537,2023-01-20,P003,C0320,2.0,5.0
T02538,2023-08-09,P003,C0497,1.0,5.0
T02539,2023-05-03,P007,C0098,2.0,0.0
T02540,2023-08-22,P009,C0016,2.0,0.0
T02541,2023-08-09,P006,C0344,2.0,0.0
T02542,2023-11-19,P002,C0078,1.0,15.0
T02543,2023-12-05,P001,C0346,1.0,0.0
T02544,2023-01-03,P002,C0072,1.0,15.0
T02545,2023-07-01,P001,C0270,2.0,5.0
T02546,2023-07-25,P010,C0287,4.0,10.0
T02547,2023-11-16,P010,C0066,1.0,0.0
T02548,2023-02-09,P009,C0368,1.0,0.0
T02549,2023-02-28,P010,C0068,3.0,20.0
T02550,2023-03-03,P008,C0193,3.0,0.0
T02551,2023-05-12,P007,C0055,4.0,0.0
T02552,2023-03-01,P003,C0468,2.0,0.0
T02553,2023-11-27,P008,C0379,3.0,0.0
T02554,2023-05-02,P002,C0462,1.0,0.0
T02555,2023-04-17,P002,C0168,1.0,5.0
T02556,2023-04-06,P010,C0409,1.0,0.0
T02557,2023-12-13,P003,C0025,2.0,5.0
T02558,2023-08-23,P007,C0131,1.0,0.0
T02559,2023-03-03,P001,C0325,1.0,10.0
T02560,2023-09-13,P008,C0102,1.0,10.0
T02561,2023-02-18,P007,C0374,1.0,0.0
T02562,2023-12-14,P004,C0282,4.0,0.0
T02563,2023-06-08,P005,C0296,1.0,0.0
T02564,2023-05-04,P010,C0294,1.0,10.0
T02565,2023-11-13,P001,C0422,3.0,10.0
T02566,2023-07-26,P004,C0452,1.0,15.0
T02567,2023-02-17,P001,C0263,2.0,0.0
T02568,2023-05-16,P001,C0478,3.0,0.0
T02569,2023-07-20,P010,C0414,4.0,0.0
T02570,2023-09-07,P001,C0120,4.0,0.0
T02571,2023-11-10,P007,C0403,1.0,5.0
T02572,2023-12-23,P007,C0231,2.0,0.0
T02573,2023-11-14,P004,C0291,1.0,10.0
T02574,2023-10-22,P002,C0488,1.0,5.0
T02575,2023-11-10,P003,C0161,1.0,10.0
T02576,2023-07-28,P008,C0161,1.0,0.0
T02577,2023-12-21,P008,C0078,4.0,15.0
T02578,2023-07-30,P006,C0038,1.0,20.0
T02579,2023-07-11,P010,C0394,2.0,15.0
T02580,2023-02-13,P009,C0441,1.0,10.0
T02581,2023-01-29,P009,C0028,1.0,10.0
T02582,2023-02-28,P004,C0462,5.0,5.0
T02583,2023-03-12,P001,C0100,1.0,0.0
T02584,2023-04-02,P001,C0294,2.0,5.0
T02585,2023-09-22,P010,C0400,1.0,10.0
T02586,2023-08-08,P005,C0124,1.0,20.0
T02587,2023-08-03,P002,C0405,1.0,5.0
T02588,2023-10-04,P006,C0092,3.0,0.0
T02589,2023-03-05,P007,C0255,1.0,5.0
T02590,2023-12-12,P001,C0097,1.0,20.0
T02591,2023-10-19,P006,C0006,1.0,0.0
T02592,2023-09-02,P008,C0169,3.0,0.0
T02593,2023-03-03,P005,C0383,2.0,5.0
T02594,2023-11-28,P007,C0271,2.0,0.0
T02595,2023-06-19,P010,C0108,1.0,0.0
T02596,2023-09-26,P006,C0387,4.0,0.0
T02597,2023-09-24,P004,C0299,3.0,15.0
T02598,2023-02-23,P007,C0047,3.0,0.0
T02599,2023-01-16,P010,C0099,3.0,0.0
T02600,2023-01-08,P009,C0014,2.0,10.0
T02601,2023-04-14,P010,C0194,1.0,20.0
T02602,2023-02-28,P010,C0157,3.0,20.0
T02603,2023-11-09,P007,C0388,4.0,0.0
T02604,2023-02-09,P005,C0154,1.0,
T02605,2023-08-25,P007,C0115,1.0,0.0
T02606,2023-04-04,P003,C0396,5.0,10.0
T02607,2023-08-10,P002,C0258,1.0,5.0
T02608,2023-07-23,P005,C0145,4.0,0.0
T02609,2023-05-18,P004,C0291,1.0,5.0
T02610,2023-10-27,P005,C0010,1.0,0.0
T02611,2023-07-26,P008,C0368,1.0,15.0
T02612,2023-12-02,P004,C0214,1.0,0.0
T02613,2023-03-22,P009,C0233,1.0,5.0
T02614,2023-08-06,P007,C0171,1.0,0.0
T02615,2023-01-02,P010,C0021,2.0,0.0
T02616,2023-06-27,P007,C0015,5.0,20.0
T02617,2023-12-12,P008,C0419,1.0,10.0
T02618,2023-10-06,P006,C0368,2.0,20.0
T02619,2023-05-26,P008,C0126,2.0,0.0
T02620,2023-11-14,P003,C0341,2.0,0.0
T02621,2023-08-12,P010,C0341,2.0,5.0
T02622,2023-03-03,P010,C0213,1.0,0.0
T02623,2023-10-21,P001,C0188,1.0,0.0
T02624,2023-08-27,P006,C0172,1.0,10.0
T02625,2023-07-14,P001,C0480,1.0,0.0
T02626,2023-06-15,P009,C0247,2.0,0.0
T02627,2023-08-10,P002,C0005,1.0,0.0
T02628,2023-03-02,P002,C0231,4.0,5.0
T02629,2023-05-09,P007,C0201,4.0,10.0
T02630,2023-06-22,P002,C0373,5.0,0.0
T02631,2023-06-05,P010,C0402,4.0,5.0
T02632,2023-04-20,P008,C0149,1.0,0.0
T02633,2023-09-26,P006,C0072,2.0,15.0
T02634,2023-12-22,P007,C0492,1.0,15.0
T02635,2023-10-05,P007,C0500,3.0,5.0
T02636,2023-03-15,P006,C0226,4.0,0.0
T02637,2023-07-26,P010,C0074,3.0,5.0
T02638,2023-10-06,P009,C0307,1.0,5.0
T02639,2023-11-22,P009,C0169,3.0,20.0
T02640,2023-12-06,P007,C0249,1.0,20.0
T02641,2023-12-23,P009,C0280,1.0,15.0
T02642,2023-12-06,P010,C0488,3.0,0.0
T02643,2023-07-23,P003,C0152,1.0,20.0
T02644,2023-06-10,P003,C0224,5.0,5.0
T02645,2023-01-28,P001,C0225,1.0,10.0
T02646,2023-09-14,P005,C0038,3.0,0.0
T02647,2023-06-14,P004,C0044,1.0,0.0
T02648,2023-03-04,P002,C0185,3.0,0.0
T02649,2023-01-22,P009,C0499,3.0,0.0
T02650,2023-03-11,P003,C0443,4.0,0.0
T02651,2023-04-06,P008,C0241,1.0,15.0
T02652,2023-06-12,P006,C0418,4.0,0.0
T02653,2023-03-20,P005,C0331,1.0,0.0
T02654,2023-01-05,P001,C0351,1.0,0.0
T02655,2023-11-12,P004,C0210,1.0,0.0
T02656,2023-04-30,P003,C0023,3.0,20.0
T02657,2023-10-29,P001,C0124,1.0,0.0
T02658,2023-06-27,P005,C0086,3.0,0.0
T02659,2023-06-25,P006,C0043,2.0,15.0
T02660,2023-08-05,P002,C0466,1.0,15.0
T02661,2023-02-25,P003,C0040,4.0,0.0
T02662,2023-07-06,P006,C0303,1.0,10.0
T02663,2023-08-20,P004,C0169,4.0,5.0
T02664,2023-09-12,P009,C0175,1.0,10.0
T02665,2023-04-14,P005,C0487,2.0,0.0
T02666,2023-03-18,P004,C0020,1.0,20.0
T02667,2023-08-18,P002,C0461,1.0,0.0
T02668,2023-09-15,P006,C0109,1.0,0.0
T02669,2023-09-21,P010,C0193,1.0,0.0
T02670,2023-11-27,P002,C0244,1.0,0.0
T02671,2023-07-01,P007,C0324,1.0,15.0
T02672,2023-09-13,P003,C0280,1.0,5.0
T02673,2023-02-07,P009,C0228,3.0,0.0
T02674,2023-06-25,P005,C0036,2.0,0.0
T02675,2023-01-27,P008,C0045,4.0,0.0
T02676,2023-10-03,P006,C0386,2.0,20.0
T02677,2023-05-20,P010,C0028,2.0,5.0
T02678,2023-10-26,P008,C0154,2.0,5.0
T02679,2023-10-14,P003,C0023,1.0,10.0
T02680,2023-04-01,P003,C0207,2.0,10.0
T02681,2023-03-02,P005,C0420,1.0,5.0
T02682,2023-12-31,P010,C0091,3.0,0.0
T02683,2023-12-13,P003,C0390,3.0,15.0
T02684,2023-06-12,P008,C0419,1.0,10.0
T02685,2023-12-17,P010,C0359,3.0,10.0
T02686,2023-05-23,P008,C0038,1.0,20.0
T02687,2023-09-10,P002,C0419,1.0,10.0
T02688,2023-09-26,P004,C0228,1.0,10.0
T02689,2023-10-18,P010,C0202,3.0,20.0
T02690,2023-07-06,P001,C0350,3.0,0.0
T02691,2023-10-31,P004,C0309,3.0,0.0
T02692,2023-10-18,P004,C0489,1.0,5.0
T02693,2023-03-27,P010,C0254,2.0,0.0
T02694,2023-06-15,P009,C0038,2.0,10.0
T02695,2023-04-24,P003,C0221,1.0,10.0
T02696,2023-12-22,P002,C0500,2.0,10.0
T02697,2023-07-02,P009,C0187,1.0,20.0
T02698,2023-07-26,P009,C0043,1.0,0.0
T02699,2023-09-13,P001,C0359,1.0,10.0
T02700,2023-08-23,P006,C0114,2.0,5.0
T02701,2023-12-21,P010,C0260,1.0,0.0
T02702,2023-01-03,P008,C0005,1.0,0.0
T02703,2023-07-27,P003,C0068,1.0,15.0
T02704,2023-07-16,P009,C0228,1.0,5.0
T02705,2023-12-07,P002,C0123,1.0,10.0
T02706,2023-05-05,P006,C0173,1.0,5.0
T02707,2023-05-18,P001,C0336,2.0,0.0
T02708,2023-12-05,P007,C0153,1.0,0.0
T02709,2023-01-25,P003,C0462,3.0,0.0
T02710,2023-03-09,P007,C0267,2.0,20.0
T02711,2023-03-02,P004,C0157,1.0,0.0
T02712,2023-01-29,P009,C0162,1.0,20.0
T02713,2023-01-19,P005,C0214,4.0,20.0
T02714,2023-06-20,P003,C0398,1.0,20.0
T02715,2023-03-15,P008,C0376,1.0,0.0
T02716,2023-03-02,P006,C0408,1.0,20.0
T02717,2023-06-02,P002,C0443,2.0,0.0
T02718,2023-10-03,P003,C0423,2.0,0.0
T02719,2023-02-17,P008,C0026,5.0,0.0
T02720,2023-07-30,P010,C0427,4.0,15.0
T02721,2023-12-09,P007,C0292,1.0,0.0
T02722,2023-05-19,P010,C0423,1.0,5.0
T02723,2023-04-20,P006,C0189,1.0,0.0
T02724,2023-07-02,P001,C0400,1.0,0.0
T02725,2023-01-28,P009,C0122,1.0,0.0
T02726,2023-07-16,P003,C0230,1.0,15.0
T02727,2023-07-10,P005,C0059,1.0,5.0
T02728,2023-11-11,P007,C0096,1.0,15.0
T02729,2023-02-20,P007,C0262,1.0,5.0
T02730,2023-05-29,P003,C0354,5.0,20.0
T02731,2023-09-25,P004,C0312,2.0,5.0
T02732,2023-02-19,P010,C0136,5.0,5.0
T02733,2023-09-03,P007,C0350,1.0,5.0
T02734,2023-04-23,P008,C0283,1.0,0.0
T02735,2023-06-19,P002,C0455,1.0,10.0
T02736,2023-06-15,P009,C0411,1.0,5.0
T02737,2023-01-14,P007,C0473,1.0,10.0
T02738,2023-07-22,P008,C0120,4.0,10.0
T02739,2023-10-15,P006,C0430,5.0,0.0
T02740,2023-07-08,P006,C0425,1.0,5.0
T02741,2023-06-04,P009,C0463,1.0,0.0
T02742,2023-02-24,P004,C0025,1.0,5.0
T02743,2023-07-01,P005,C0342,1.0,5.0
T02744,2023-07-29,P009,C0146,1.0,20.0
T02745,2023-03-16,P001,C0012,1.0,0.0
T02746,2023-10-04,P004,C0087,1.0,0.0
T02747,2023-05-13,P007,C0435,1.0,0.0
T02748,2023-12-09,P009,C0109,1.0,0.0
T02749,2023-02-28,P010,C0423,1.0,10.0
T02750,2023-12-11,P006,C0345,1.0,10.0
T02751,2023-07-01,P008,C0266,5.0,10.0
T02752,2023-12-05,P009,C0222,1.0,15.0
T02753,2023-11-17,P010,C0074,4.0,0.0
T02754,2023-03-05,P004,C0482,3.0,0.0
T02755,2023-11-23,P001,C0494,5.0,0.0
T02756,2023-09-17,P008,C0333,3.0,15.0
T02757,2023-07-12,P002,C0310,2.0,10.0
T02758,2023-05-23,P001,C0413,3.0,5.0
T02759,2023-04-14,P007,C0102,1.0,0.0
T02760,2023-08-02,P010,C0425,1.0,0.0
T02761,2023-08-30,P009,C0493,5.0,20.0
T02762,2023-07-28,P009,C0137,3.0,0.0
T02763,2023-04-03,P003,C0191,5.0,10.0
T02764,2023-05-22,P006,C0461,3.0,0.0
T02765,2023-04-22,P007,C0421,4.0,0.0
T02766,2023-02-28,P010,C0142,2.0,10.0
T02767,2023-02-12,P009,C0357,3.0,0.0
T02768,2023-07-26,P002,C0073,2.0,10.0
T02769,2023-09-25,P008,C0328,4.0,10.0
T02770,2023-10-23,P007,C0167,3.0,5.0
T02771,2023-04-28,P004,C0168,3.0,10.0
T02772,2023-01-20,P002,C0054,2.0,5.0
T02773,2023-08-10,P008,C0259,1.0,0.0
T02774,2023-06-15,P005,C0439,1.0,10.0
T02775,2023-05-11,P006,C0111,,5.0
T02776,2023-06-05,P007,C0232,2.0,0.0
T02777,2023-07-03,P010,C0161,1.0,15.0
T02778,2023-03-31,P001,C0352,1.0,5.0
T02779,2023-04-04,P008,C0327,3.0,15.0
T02780,2023-01-13,P004,C0019,3.0,15.0
T02781,2023-11-18,P009,C0290,3.0,0.0
T02782,2023-10-20,P001,C0462,2.0,5.0
T02783,2023-08-18,P002,C0050,1.0,0.0
T02784,2023-11-18,P006,C0175,1.0,0.0
T02785,2023-10-19,P010,C0302,1.0,15.0
T02786,2023-01-26,P001,C0184,3.0,10.0
T02787,2023-03-16,P004,C0185,1.0,0.0
T02788,2023-12-30,P008,C0339,2.0,5.0
T02789,2023-10-26,P010,C0307,2.0,20.0
T02790,2023-05-30,P005,C0310,2.0,5.0
T02791,2023-05-28,P009,C0346,4.0,10.0
T02792,2023-01-08,P006,C0081,1.0,10.0
T02793,2023-01-29,P001,C0374,,0.0
T02794,2023-10-23,P006,C0156,1.0,0.0
T02795,2023-07-28,P006,C0275,1.0,10.0
T02796,2023-05-08,P006,C0283,1.0,0.0
T02797,2023-12-06,P008,C0432,1.0,5.0
T02798,2023-04-26,P006,C0500,3.0,10.0
T02799,2023-05-24,P005,C0249,2.0,10.0
T02800,2023-11-14,P002,C0147,1.0,0.0
T02801,2023-08-23,P004,C0481,1.0,0.0
T02802,2023-01-07,P010,C0435,2.0,0.0
T02803,2023-02-14,P005,C0007,3.0,5.0
T02804,2023-08-27,P010,C0157,1.0,0.0
T02805,2023-06-04,P004,C0171,2.0,5.0
T02806,2023-06-30,P002,C0069,3.0,0.0
T02807,2023-08-03,P007,C0094,2.0,5.0
T02808,2023-03-29,P010,C0369,1.0,0.0
T02809,2023-09-13,P010,C0363,2.0,5.0
T02810,2023-03-14,P002,C0376,2.0,0.0
T02811,2023-06-28,P001,C0186,2.0,0.0
T02812,2023-07-31,P005,C0392,2.0,15.0
T02813,2023-10-20,P001,C0170,5.0,0.0
T02814,2023-08-22,P001,C0204,1.0,5.0
T02815,2023-08-27,P001,C0042,5.0,15.0
T02816,2023-08-11,P006,C0013,2.0,5.0
T02817,2023-04-29,P009,C0154,2.0,15.0
T02818,2023-11-09,P010,C0274,1.0,0.0
T02819,2023-09-21,P001,C0298,1.0,0.0
T02820,2023-07-26,P005,C0051,3.0,0.0
T02821,2023-04-05,P009,C0500,2.0,0.0
T02822,2023-08-10,P009,C0369,1.0,0.0
T02823,2023-10-03,P001,C0212,2.0,0.0
T02824,2023-08-19,P008,C0144,1.0,5.0
T02825,2023-11-05,P001,C0357,5.0,15.0
T02826,2023-04-29,P008,C0003,4.0,0.0
T02827,2023-09-25,P001,C0254,1.0,0.0
T02828,2023-09-30,P005,C0475,3.0,0.0
T02829,2023-03-05,P008,C0335,4.0,0.0
T02830,2023-10-25,P006,C0256,1.0,10.0
T02831,2023-12-16,P009,C0098,2.0,0.0
T02832,2023-01-11,P001,C0173,1.0,0.0
T02833,2023-04-08,P009,C0150,2.0,10.0
T02834,2023-03-12,P001,C0488,1.0,15.0
T02835,2023-12-30,P010,C0279,1.0,5.0
T02836,2023-02-27,P010,C0059,1.0,5.0
T02837,2023-10-17,P003,C0446,1.0,0.0
T02838,2023-09-08,P001,C0113,3.0,0.0
T02839,2023-10-03,P003,C0324,1.0,0.0
T02840,2023-02-19,P002,C0243,1.0,0.0
T02841,2023-12-24,P002,C0310,4.0,15.0
T02842,2023-08-04,P009,C0057,1.0,5.0
T02843,2023-02-21,P008,C0489,2.0,0.0
T02844,2023-09-28,P001,C0407,5.0,0.0
T02845,2023-03-25,P004,C0367,4.0,0.0
T02846,2023-10-20,P001,C0060,1.0,5.0
T02847,2023-05-06,P001,C0329,1.0,0.0
T02848,2023-10-23,P004,C0216,5.0,0.0
T02849,2023-03-13,P002,C0469,1.0,5.0
T02850,2023-10-23,P003,C0233,1.0,0.0
T02851,2023-08-24,P009,C0494,1.0,0.0
T02852,2023-02-25,P002,C0055,1.0,0.0
T02853,2023-12-26,P004,C0373,2.0,0.0
T02854,2023-04-20,P001,C0208,3.0,0.0
T02855,2023-07-11,P002,C0063,5.0,0.0
T02856,2023-04-03,P005,C0184,3.0,10.0
T02857,2023-12-16,P010,C0311,1.0,10.0
T02858,2023-02-25,P001,C0281,1.0,5.0
T02859,2023-03-01,P007,C0026,5.0,15.0
T02860,2023-05-18,P004,C0177,1.0,0.0
T02861,2023-02-08,P006,C0063,1.0,15.0
T02862,2023-01-28,P008,C0429,4.0,0.0
T02863,2023-02-18,P006,C0073,2.0,0.0
T02864,2023-05-05,P002,C0335,1.0,0.0
T02865,2023-01-13,P001,C0167,4.0,0.0
T02866,2023-02-05,P008,C0225,5.0,20.0
T02867,2023-04-11,P008,C0065,1.0,0.0
T02868,2023-10-09,P009,C0069,3.0,0.0
T02869,2023-03-27,P006,C0440,1.0,0.0
T02870,2023-01-04,P001,C0009,2.0,0.0
T02871,2023-08-11,P009,C0236,4.0,0.0
T02872,2023-12-04,P003,C0198,5.0,0.0
T02873,2023-06-15,P006,C0412,1.0,0.0
T02874,2023-12-10,P010,C0173,1.0,15.0
T02875,2023-10-05,P010,C0282,1.0,0.0
T02876,2023-05-10,P009,C0028,2.0,0.0
T02877,2023-01-31,P003,C0296,1.0,5.0
T02878,2023-01-11,P005,C0399,1.0,20.0
T02879,2023-10-29,P005,C0134,1.0,0.0
T02880,2023-04-06,P010,C0027,1.0,0.0
T02881,2023-07-09,P007,C0038,1.0,20.0
T02882,2023-07-11,P004,C0196,3.0,0.0
T02883,2023-09-23,P004,C0203,1.0,5.0
T02884,2023-05-08,P007,C0085,1.0,0.0
T02885,2023-08-26,P009,C0320,4.0,15.0
T02886,2023-12-21,P004,C0030,2.0,20.0
T02887,2023-04-22,P004,C0466,1.0,10.0
T02888,2023-11-12,P006,C0099,1.0,0.0
T02889,2023-12-09,P006,C0387,2.0,0.0
T02890,2023-05-25,P007,C0190,1.0,0.0
T02891,2023-03-06,P001,C0012,3.0,15.0
T02892,2023-09-04,P003,C0091,1.0,15.0
T02893,2023-08-11,P009,C0030,1.0,0.0
T02894,2023-11-09,P006,C0213,1.0,5.0
T02895,2023-04-16,P006,C0038,2.0,0.0
T02896,2023-06-30,P005,C0341,4.0,0.0
T02897,2023-07-03,P003,C0060,1.0,5.0
T02898,2023-08-14,P005,C0294,2.0,0.0
T02899,2023-09-22,P001,C0360,1.0,0.0
T02900,2023-10-05,P003,C0143,1.0,0.0
T02901,2023-03-30,P004,C0402,,10.0
T02902,2023-06-25,P005,C0180,1.0,15.0
T02903,2023-01-18,P010,C0285,4.0,20.0
T02904,2023-04-16,P009,C0112,2.0,10.0
T02905,2023-09-28,P004,C0230,4.0,5.0
T02906,2023-11-15,P003,C0444,3.0,0.0
T02907,2023-06-16,P010,C0021,1.0,20.0
T02908,2023-01-13,P001,C0145,1.0,5.0
T02909,2023-12-03,P010,C0489,1.0,5.0
T02910,2023-02-01,P006,C0499,1.0,5.0
T02911,2023-02-09,P007,C0146,1.0,10.0
T02912,2023-05-28,P010,C0441,1.0,0.0
T02913,2023-08-06,P008,C0375,5.0,0.0
T02914,2023-08-07,P001,C0421,1.0,5.0
T02915,2023-03-23,P004,C0316,3.0,15.0
T02916,2023-11-29,P005,C0166,4.0,5.0
T02917,2023-07-27,P002,C0140,4.0,0.0
T02918,2023-07-20,P001,C0203,1.0,0.0
T02919,2023-11-28,P008,C0496,1.0,10.0
T02920,2023-02-07,P006,C0244,1.0,10.0
T02921,2023-07-30,P005,C0113,1.0,5.0
T02922,2023-11-23,P009,C0468,1.0,0.0
T02923,2023-09-06,P002,C0201,3.0,15.0
T02924,2023-08-15,P010,C0385,1.0,5.0
T02925,2023-02-17,P008,C0314,2.0,10.0
T02926,2023-01-18,P010,C0259,5.0,0.0
T02927,2023-10-22,P009,C0255,1.0,0.0
T02928,2023-07-15,P001,C0447,1.0,15.0
T02929,2023-07-06,P007,C0405,3.0,0.0
T02930,2023-12-11,P008,C0023,1.0,5.0
T02931,2023-08-12,P003,C0393,2.0,0.0
T02932,2023-11-14,P004,C0246,1.0,10.0
T02933,2023-12-31,P003,C0339,3.0,0.0
T02934,2023-12-03,P007,C0493,1.0,0.0
T02935,2023-08-17,P009,C0311,1.0,15.0
T02936,2023-03-18,P003,C0366,2.0,5.0
T02937,2023-07-07,P006,C0372,1.0,0.0
T02938,2023-12-12,P008,C0403,1.0,0.0
T02939,2023-09-27,P006,C0318,1.0,20.0
T02940,2023-04-05,P002,C0087,1.0,0.0
T02941,2023-11-06,P007,C0219,2.0,5.0
T02942,2023-05-12,P002,C0475,2.0,0.0
T02943,2023-02-08,P002,C0423,2.0,15.0
T02944,2023-03-13,P002,C0356,2.0,
T02945,2023-10-08,P001,C0460,1.0,5.0
T02946,2023-11-29,P001,C0027,1.0,0.0
T02947,2023-06-09,P007,C0430,3.0,15.0
T02948,2023-07-06,P005,C0290,3.0,0.0
T02949,2023-07-10,P003,C0289,1.0,15.0
T02950,2023-04-30,P001,C0348,1.0,0.0
T02951,2023-08-08,P010,C0223,1.0,5.0
T02952,2023-02-22,P006,C0352,2.0,0.0
T02953,2023-08-10,P001,C0178,2.0,10.0
T02954,2023-05-11,P009,C0148,1.0,0.0
T02955,2023-08-25,P002,C0424,2.0,0.0
T02956,2023-09-03,P001,C0227,1.0,0.0
T02957,2023-08-14,P007,C0351,1.0,0.0
T02958,2023-07-27,P006,C0186,3.0,0.0
T02959,2023-04-06,P006,C0415,1.0,0.0
T02960,2023-07-19,P005,C0294,1.0,15.0
T02961,2023-09-04,P004,C0470,5.0,0.0
T02962,2023-03-13,P004,C0429,4.0,10.0
T02963,2023-11-14,P003,C0041,3.0,0.0
T02964,2023-07-04,P010,C0393,1.0,5.0
T02965,2023-01-06,P008,C0500,1.0,0.0
T02966,2023-07-25,P007,C0393,4.0,20.0
T02967,2023-02-01,P009,C0191,2.0,10.0
T02968,2023-04-09,P001,C0079,3.0,0.0
T02969,2023-09-13,P007,C0205,1.0,10.0
T02970,2023-07-06,P010,C0384,1.0,0.0
T02971,2023-03-17,P004,C0278,5.0,5.0
T02972,2023-06-26,P007,C0272,2.0,0.0
T02973,2023-11-11,P001,C0032,1.0,0.0
T02974,2023-10-14,P005,C0450,1.0,0.0
T02975,2023-12-15,P003,C0474,1.0,10.0
T02976,2023-09-12,P005,C0142,1.0,0.0
T02977,2023-11-21,P004,C0251,1.0,
T02978,2023-07-09,P002,C0294,1.0,5.0
T02979,2023-11-04,P004,C0098,3.0,0.0
T02980,2023-12-11,P003,C0136,1.0,10.0
T02981,2023-05-07,P001,C0484,5.0,10.0
T02982,2023-10-14,P010,C0277,1.0,15.0
T02983,2023-09-11,P008,C0312,2.0,5.0
T02984,2023-08-01,P005,C0302,1.0,10.0
T02985,2023-09-07,P004,C0043,2.0,10.0
T02986,2023-03-25,P010,C0120,5.0,0.0
T02987,2023-01-13,P005,C0220,3.0,0.0
T02988,2023-02-14,P004,C0046,2.0,0.0
T02989,2023-05-07,P003,C0236,1.0,0.0
T02990,2023-04-24,P005,C0048,3.0,0.0
T02991,2023-10-03,P004,C0198,4.0,20.0
T02992,2023-07-24,P001,C0084,5.0,0.0
T02993,2023-12-03,P003,C0031,1.0,10.0
T02994,2023-09-30,P010,C0161,,5.0
T02995,2023-02-27,P010,C0428,1.0,0.0
T02996,2023-11-24,P008,C0071,1.0,0.0
T02997,2023-08-07,P007,C0008,1.0,5.0
T02998,2023-04-19,P002,C0457,1.0,10.0
T02999,2023-10-06,P001,C0386,3.0,20.0
T03000,2023-06-23,P003,C0401,3.0,0.0
T03001,2023-11-24,P005,C0052,3.0,15.0
